key,cbs_Key,firstName,lastName,profileUrl,defaultAssetUrl,primaryPosition,compositeRating,compositeStarRating,compositeNationalRank,compositePositionRank,compositeStateRank,homeTown.city,homeTown.state,committedInstitution.institutionKey,committedInstitution.teamKey,committedInstitution.cbsKey,committedInstitution.name,committedInstitution.abbreviation,committedInstitution.fullName,signedInstitution.institutionKey,signedInstitution.teamKey,signedInstitution.cbsKey,signedInstitution.name,signedInstitution.abbreviation,signedInstitution.fullName,currentInstitution.institutionKey,currentInstitution.teamKey,currentInstitution.cbsKey,currentInstitution.name,currentInstitution.abbreviation,currentInstitution.fullName,committedInstitution,signedInstitution,homeTown
46133387,28906162,Curtis,Stinson Jr.,/player/Curtis-Stinson Jr.-46133387,/Uploads/Assets/279/703/13703279.jpeg,PG,89.22791164658635,4.0,272.0,29.0,5.0,Hudson,OH,24114.0,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0,0,0,0,24114,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0
46157951,29711119,Corey,Caulker,/player/Corey-Caulker-46157951,/Uploads/Assets/344/687/13687344.jpeg,PG,0.0,0.0,0.0,0.0,0.0,Cocoa,FL,24050.0,88.0,21226.0,East Carolina,ECU,East Carolina Pirates,0.0,0.0,0.0,0,0,0,24050,88.0,21226.0,East Carolina,ECU,East Carolina Pirates,0.0,0.0,0.0
46128579,0,Melvin,Bell,/player/Melvin-Bell-46128579,/Uploads/Assets/711/740/13740711.jpeg,SG,89.41633199464525,4.0,266.0,48.0,8.0,La Porte,IN,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,0.0,0.0,0.0
46159784,50027755,Ege,Demir,/player/Ege-Demir-46159784,/Uploads/Assets/340/348/13348340.jpg,C,0.0,0.0,0.0,0.0,0.0,Nigeria,NIGE,24090.0,153.0,21338.0,Oregon,ORE,Oregon Ducks,24090.0,153.0,21338.0,Oregon,ORE,Oregon Ducks,24090,153.0,21338.0,Oregon,ORE,Oregon Ducks,0.0,0.0,0.0
46166200,50026799,Efe,Vatan,/player/Efe-Vatan-46166200,/Uploads/Assets/917/707/13707917.jpeg,PF,0.0,0.0,0.0,0.0,0.0,Turkey,TURK,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24090,153.0,21338.0,Oregon,ORE,Oregon Ducks,0.0,0.0,0.0
46159089,29732772,Salih,Altuntas,/player/Salih-Altuntas-46159089,/Uploads/Assets/132/344/13344132.png,C,89.0,3.0,278.0,46.0,41.0,Turkey,TURK,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013,14.0,21163.0,Miami,MIA,Miami Hurricanes,0.0,0.0,0.0
46144027,50014632,Jayden,Forsythe,/player/Jayden-Forsythe-46144027,/Uploads/Assets/228/344/13344228.jpg,SF,91.68628583453098,4.0,199.0,45.0,4.0,Norristown,PA,24038.0,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,24038.0,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,24038,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,0.0,0.0,0.0
46134856,28906123,Kaden,Magwood,/player/Kaden-Magwood-46134856,/Uploads/Assets/33/334/13334033.jpg,CG,97.61292662287948,5.0,60.0,10.0,1.0,Charlotte,NC,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098,169.0,21354.0,Auburn,AUB,Auburn Tigers,0.0,0.0,0.0
46136535,29008025,Jake,Hansen,/player/Jake-Hansen-46136535,/Uploads/Assets/582/340/13340582.jpg,SG,80.0,3.0,508.0,91.0,13.0,Milwaukee,WI,24026.0,40.0,21208.0,Oklahoma,OKLA,Oklahoma Sooners,0.0,0.0,0.0,0,0,0,24026,40.0,21208.0,Oklahoma,OKLA,Oklahoma Sooners,0.0,0.0,0.0
46153423,29608344,Nico,Onyekwere,/player/Nico-Onyekwere-46153423,/Uploads/Assets/14/362/13362014.jpeg,C,84.0,3.0,440.0,72.0,9.0,Glen Head,NY,24152.0,416.0,21171.0,Villanova,NOVA,Villanova Wildcats,0.0,0.0,0.0,0,0,0,24152,416.0,21171.0,Villanova,NOVA,Villanova Wildcats,0.0,0.0,0.0
46147581,29407974,Isaiah,Medina,/player/Isaiah-Medina-46147581,/Uploads/Assets/310/344/13344310.jpg,C,95.48965091133766,4.0,112.0,18.0,21.0,St. Petersburg,FL,24329.0,410.0,21236.0,DePaul,DePaul,DePaul Blue Demons,24329.0,410.0,21236.0,DePaul,DePaul,DePaul Blue Demons,24329,410.0,21236.0,DePaul,DePaul,DePaul Blue Demons,0.0,0.0,0.0
46117754,28906220,Jack,McCaffery,/player/Jack-McCaffery-46117754,/Uploads/Assets/289/344/13344289.jpg,PF,93.63869524922433,4.0,152.0,34.0,2.0,Iowa City,IA,24214.0,483.0,21296.0,Butler,BUT,Butler Bulldogs,24214.0,483.0,21296.0,Butler,BUT,Butler Bulldogs,24214,483.0,21296.0,Butler,BUT,Butler Bulldogs,0.0,0.0,0.0
46165873,50015468,Lateef,Patrick,/player/Lateef-Patrick-46165873,/Uploads/Assets/671/675/13675671.jpeg,SG,0.0,0.0,0.0,0.0,0.0,Milton,MA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24239,614.0,21383.0,Stephen F. Austin,SFA,Stephen F. Austin Lumberjacks,0.0,0.0,0.0
46166121,50014084,Thiago,Sucatzky,/player/Thiago-Sucatzky-46166121,/Uploads/Assets/929/696/13696929.jpg,PG,0.0,0.0,0.0,0.0,0.0,Argentina,ARGE,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24109,442.0,21399.0,FIU,FIU,FIU Panthers,0.0,0.0,0.0
46148938,0,Hunter,Carter,/player/Hunter-Carter-46148938,/Uploads/Assets/101/699/13699101.jpeg,PG,86.0,3.0,372.0,45.0,2.0,Portland,OR,24119.0,1538.0,0.0,Hawaii,HAW,Hawaii Rainbow Warriors,0.0,0.0,0.0,0,0,0,24119,1538.0,0.0,Hawaii,HAW,Hawaii Rainbow Warriors,0.0,0.0,0.0
46144976,50014470,Uzziah,Buntyn,/player/Uzziah-Buntyn-46144976,/Uploads/Assets/627/660/13660627.jpeg,PG,0.0,0.0,0.0,0.0,0.0,Round Rock,TX,24156.0,640.0,161009.0,South Dakota,SDAK,South Dakota Coyotes,0.0,0.0,0.0,0,0,0,24156,640.0,161009.0,South Dakota,SDAK,South Dakota Coyotes,0.0,0.0,0.0
46136636,29008017,Kellen,Hampton,/player/Kellen-Hampton-46136636,/Uploads/Assets/344/755/13755344.jpg,SF,87.22222222222223,3.0,325.0,63.0,27.0,Hayward,CA,24404.0,501.0,21222.0,Pacific,UOP,Pacific Tigers,24404.0,501.0,21222.0,Pacific,UOP,Pacific Tigers,24404,501.0,21222.0,Pacific,UOP,Pacific Tigers,0.0,0.0,0.0
46140024,50014205,Easton,Hupp,/player/Easton-Hupp-46140024,/Uploads/Assets/25/736/13736025.jpg,SG,0.0,0.0,0.0,0.0,0.0,Argyle,TX,24135.0,1037.0,21182.0,Charleston Southern,CHST,Charleston Southern Buccaneers,24135.0,1037.0,21182.0,Charleston Southern,CHST,Charleston Southern Buccaneers,24135,1037.0,21182.0,Charleston Southern,CHST,Charleston Southern Buccaneers,0.0,0.0,0.0
46166043,50014704,Mark,Lavrenov,/player/Mark-Lavrenov-46166043,/Uploads/Assets/851/689/13689851.jpeg,PF,0.0,0.0,0.0,0.0,0.0,Rocklin,CA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24133,424.0,21179.0,Sacramento State,SACS,Sacramento State Hornets,0.0,0.0,0.0
46166033,26777636,IJ,Ezuma,/player/IJ-Ezuma-46166033,/Uploads/Assets/413/689/13689413.jpeg,PF,0.0,0.0,0.0,0.0,0.0,Chatham,VA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24056,96.0,21242.0,Southern Miss,SMISS,Southern Miss Golden Eagles,0.0,0.0,0.0
46142609,50014057,Elijah,Flowers,/player/Elijah-Flowers-46142609,/Uploads/Assets/690/707/13707690.jpg,PF,0.0,0.0,0.0,0.0,0.0,McLean,VA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24160,520.0,21230.0,Old Dominion,ODU,Old Dominion Monarchs,0.0,0.0,0.0
46134550,50014081,Aleks,Alston,/player/Aleks-Alston-46134550,/Uploads/Assets/38/359/13359038.jpg,PF,94.38834602624544,4.0,130.0,27.0,1.0,Chicago,IL,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012,12.0,21133.0,Maryland,MARY,Maryland Terrapins,0.0,0.0,0.0
46166770,0,Davaughn,Hueitt,/player/Davaughn-Hueitt-46166770,/Uploads/Assets/16/828/13828016.jpg,SF,0.0,0.0,0.0,0.0,0.0,Chula Vista,CA,29008.0,1345.0,0.0,Hannibal-LaGrange,HLG,Hannibal-LaGrange Trojans,29008.0,1345.0,0.0,Hannibal-LaGrange,HLG,Hannibal-LaGrange Trojans,29008,1345.0,0.0,Hannibal-LaGrange,HLG,Hannibal-LaGrange Trojans,0.0,0.0,0.0
46158819,50014197,Mouhamed,Camara,/player/Mouhamed-Camara-46158819,/Uploads/Assets/96/344/13344096.jpg,PF,90.0,4.0,248.0,57.0,37.0,South Africa,SOUT,24033.0,54.0,21238.0,Louisville,LOU,Louisville Cardinals,24033.0,54.0,21238.0,Louisville,LOU,Louisville Cardinals,24033,54.0,21238.0,Louisville,LOU,Louisville Cardinals,0.0,0.0,0.0
46144249,50014328,Brendan,Oliver,/player/Brendan-Oliver-46144249,/Uploads/Assets/193/817/13817193.jpg,SG,0.0,0.0,0.0,0.0,0.0,Livingston,NJ,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24379,1099.0,21254.0,Canisius,Canisius,Canisius Golden Griffins,0.0,0.0,0.0
46166752,50025657,Quadri,Bashiru,/player/Quadri-Bashiru-46166752,/Uploads/Assets/176/817/13817176.jpg,PF,0.0,0.0,0.0,0.0,0.0,Nigeria,NIGE,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,25045,493.0,160946.0,Longwood,LONG,Longwood Lancers,0.0,0.0,0.0
46125422,0,BJ,Davis-Ray,/player/BJ-Davis-Ray-46125422,/Uploads/Assets/194/346/13346194.jpg,SF,84.0,3.0,476.0,83.0,22.0,San Juan Capistrano,CA,24055.0,427.0,21433.0,SMU,SMU,SMU Mustangs,24055.0,427.0,21433.0,SMU,SMU,SMU Mustangs,24055,427.0,21433.0,SMU,SMU,SMU Mustangs,0.0,0.0,0.0
46148182,29608335,JJ,Kelly,/player/JJ-Kelly-46148182,/Uploads/Assets/530/702/13702530.jpg,SG,0.0,0.0,0.0,0.0,0.0,Chambersburg,PA,24074.0,126.0,21274.0,Ohio,OHIO,Ohio Bobcats,24074.0,126.0,21274.0,Ohio,OHIO,Ohio Bobcats,24074,126.0,21274.0,Ohio,OHIO,Ohio Bobcats,0.0,0.0,0.0
46146131,50009080,Sheek,Pearson,/player/Sheek-Pearson-46146131,/Uploads/Assets/224/344/13344224.jpg,PF,97.24754088819044,5.0,71.0,15.0,6.0,St. Louis,MO,24315.0,412.0,21239.0,Marquette,Marquette,Marquette Golden Eagles,0.0,0.0,0.0,0,0,0,24315,412.0,21239.0,Marquette,Marquette,Marquette Golden Eagles,0.0,0.0,0.0
46148461,29355711,Micah,Tucker,/player/Micah-Tucker-46148461,/Uploads/Assets/683/666/13666683.jpeg,PG,90.04016064257029,4.0,246.0,26.0,12.0,Atlanta,GA,24332.0,515.0,21408.0,Georgia State,GSU,Georgia State Panthers,24332.0,515.0,21408.0,Georgia State,GSU,Georgia State Panthers,24332,515.0,21408.0,Georgia State,GSU,Georgia State Panthers,0.0,0.0,0.0
46162404,50035045,Abdullah,Ahmed,/player/Abdullah-Ahmed-46162404,/Uploads/Assets/902/726/13726902.jpeg,C,87.0,3.0,303.0,46.0,8.0,Egypt,EGYP,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079,478.0,21424.0,BYU,BYU,BYU Cougars,0.0,0.0,0.0
46142512,50015083,Devin,Brown,/player/Devin-Brown-46142512,/Uploads/Assets/682/815/13815682.jpg,PF,86.5,3.0,363.0,78.0,9.0,Milwaukee,WI,24136.0,497.0,21183.0,Coastal Carolina,COCA,Coastal Carolina Chanticleers,0.0,0.0,0.0,0,0,0,24136,497.0,21183.0,Coastal Carolina,COCA,Coastal Carolina Chanticleers,0.0,0.0,0.0
46158161,29713236,Clarence,Massamba,/player/Clarence-Massamba-46158161,/Uploads/Assets/774/340/13340774.jpg,CG,92.0,4.0,183.0,23.0,25.0,France,FRAN,24106.0,185.0,21362.0,Tennessee,TENN,Tennessee Volunteers,24106.0,185.0,21362.0,Tennessee,TENN,Tennessee Volunteers,24106,185.0,21362.0,Tennessee,TENN,Tennessee Volunteers,0.0,0.0,0.0
46165410,50025578,Tylik,Weeks,/player/Tylik-Weeks-46165410,/Uploads/Assets/266/627/13627266.jpeg,PF,89.0,3.0,184.0,38.0,2.0,Brooklyn,NY,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24056,96.0,21242.0,Southern Miss,SMISS,Southern Miss Golden Eagles,0.0,0.0,0.0
46118214,28906143,Davion,Hannah,/player/Davion-Hannah-46118214,/Uploads/Assets/230/757/13757230.jpg,SG,87.0,3.0,303.0,58.0,11.0,Branson,MO,24096.0,165.0,21352.0,Alabama,BAMA,Alabama Crimson Tide,24096.0,165.0,21352.0,Alabama,BAMA,Alabama Crimson Tide,24096,165.0,21352.0,Alabama,BAMA,Alabama Crimson Tide,0.0,0.0,0.0
46143093,50015411,Aiden,Argabright,/player/Aiden-Argabright-46143093,/Uploads/Assets/821/673/13673821.jpeg,CG,92.08835341365462,4.0,180.0,22.0,7.0,Alexandria,VA,24150.0,394.0,21231.0,Richmond,RICH,Richmond Spiders,0.0,0.0,0.0,0,0,0,24150,394.0,21231.0,Richmond,RICH,Richmond Spiders,0.0,0.0,0.0
46166317,50014638,Dom,Aekins,/player/Dom-Aekins-46166317,/Uploads/Assets/785/734/13734785.jpg,PG,0.0,0.0,0.0,0.0,0.0,Columbus,OH,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24192,388.0,21139.0,Duquesne,DUQ,Duquesne Dukes,0.0,0.0,0.0
46144047,29253913,Dwayne,Aristode,/player/Dwayne-Aristode-46144047,/Uploads/Assets/179/342/13342179.jpg,SF,92.0,4.0,72.0,12.0,2.0,Netherlands,NETH,24087.0,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,24087.0,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,24087,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,0.0,0.0,0.0
46165705,29233941,Preist,Ryan,/player/Preist-Ryan-46165705,/Uploads/Assets/350/661/13661350.jpeg,SF,0.0,0.0,0.0,0.0,0.0,Pennsburg,PA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24335,529.0,21297.0,Cleveland State,Cleveland State,Cleveland State Vikings,0.0,0.0,0.0
46153438,50014484,Dre,Kindell,/player/Dre-Kindell-46153438,/Uploads/Assets/807/697/13697807.jpg,PG,0.0,0.0,0.0,0.0,0.0,Fort Lauderdale,FL,24345.0,550.0,21313.0,Wichita State,Wichita State,Wichita State Shockers,24345.0,550.0,21313.0,Wichita State,Wichita State,Wichita State Shockers,24345,550.0,21313.0,Wichita State,Wichita State,Wichita State Shockers,0.0,0.0,0.0
46158071,29712469,Brent,Moss,/player/Brent-Moss-46158071,/Uploads/Assets/879/697/13697879.jpg,SG,0.0,0.0,0.0,0.0,0.0,Lima,OH,24391.0,521.0,21385.0,UTSA,UTSA,UTSA Roadrunners,24391.0,521.0,21385.0,UTSA,UTSA,UTSA Roadrunners,24391,521.0,21385.0,UTSA,UTSA,UTSA Roadrunners,0.0,0.0,0.0
46136951,50025637,Kaidon,Rayfield,/player/Kaidon-Rayfield-46136951,/Uploads/Assets/74/771/13771074.jpg,PF,87.55555555555556,3.0,313.0,71.0,16.0,Oklahoma City,OK,24391.0,521.0,21385.0,UTSA,UTSA,UTSA Roadrunners,24391.0,521.0,21385.0,UTSA,UTSA,UTSA Roadrunners,28574,0.0,0.0,PHHoenix Prep,0,PHHoenix Prep,0.0,0.0,0.0
46134886,0,Eric,Chatfield,/player/Eric-Chatfield-46134886,/Uploads/Assets/699/343/13343699.jpg,PG,89.80522088353413,4.0,256.0,27.0,13.0,Atlanta,GA,24011.0,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,24011.0,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,24011,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,0.0,0.0,0.0
46150026,29379894,Josiah,Parker,/player/Josiah-Parker-46150026,/Uploads/Assets/190/360/13360190.jpg,PF,92.0,4.0,72.0,12.0,1.0,Charlotte,NC,24110.0,444.0,21407.0,Florida Atlantic,FAU,Florida Atlantic Owls,0.0,0.0,0.0,0,0,0,24110,444.0,21407.0,Florida Atlantic,FAU,Florida Atlantic Owls,0.0,0.0,0.0
46142608,50014913,Louis,Bond,/player/Louis-Bond-46142608,/Uploads/Assets/755/740/13740755.jpg,SF,0.0,0.0,0.0,0.0,0.0,Los Angeles,CA,24127.0,418.0,21174.0,Idaho State,IDST,Idaho State Bengals,24127.0,418.0,21174.0,Idaho State,IDST,Idaho State Bengals,24127,418.0,21174.0,Idaho State,IDST,Idaho State Bengals,0.0,0.0,0.0
46166110,50025577,Felipe,Patino,/player/Felipe-Patino-46166110,/Uploads/Assets/993/695/13695993.jpeg,SG,0.0,0.0,0.0,0.0,0.0,Mississauga,ON,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24056,96.0,21242.0,Southern Miss,SMISS,Southern Miss Golden Eagles,0.0,0.0,0.0
46135790,28920532,EJ,Walker,/player/EJ-Walker-46135790,/Uploads/Assets/701/340/13340701.jpg,PF,82.0,3.0,489.0,104.0,16.0,Erlanger,KY,24105.0,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,24105.0,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,24105,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,0.0,0.0,0.0
46125437,0,Jimma,James,/player/Jimma-James-46125437,/Uploads/Assets/310/713/13713310.jpg,SG,84.27777777777777,3.0,345.0,76.0,2.0,Huntington,WV,28836.0,2148.0,0.0,Queens,0,Queens Royals,28836.0,2148.0,0.0,Queens,0,Queens Royals,28836,2148.0,0.0,Queens,0,Queens Royals,0.0,0.0,0.0
46151782,50014567,Kieran,Mullen,/player/Kieran-Mullen-46151782,/Uploads/Assets/173/346/13346173.jpg,C,84.0,3.0,440.0,72.0,1.0,North Vancouver,BC,24034.0,56.0,21165.0,Pittsburgh,PITT,Pittsburgh Panthers,0.0,0.0,0.0,0,0,0,24034,56.0,21165.0,Pittsburgh,PITT,Pittsburgh Panthers,0.0,0.0,0.0
46158850,29728775,Buddy,Hammer Jr.,/player/Buddy-Hammer Jr.-46158850,/Uploads/Assets/383/809/13809383.jpg,SF,0.0,0.0,0.0,0.0,0.0,Westville,OK,24114.0,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0,0,0,0,24114,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0
46166675,50014125,Aleksa,Vlajic,/player/Aleksa-Vlajic-46166675,/Uploads/Assets/372/809/13809372.jpg,PF,0.0,0.0,0.0,0.0,0.0,Serbia,SERB,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24068,117.0,21267.0,Buffalo,BUF,Buffalo Bulls,0.0,0.0,0.0
46157376,29712654,Thomas,Bassong,/player/Thomas-Bassong-46157376,/Uploads/Assets/672/343/13343672.jpg,SF,88.0,3.0,241.0,38.0,7.0,France,FRAN,24010.0,8.0,21131.0,Florida State,FSU,Florida State Seminoles,24010.0,8.0,21131.0,Florida State,FSU,Florida State Seminoles,24010,8.0,21131.0,Florida State,FSU,Florida State Seminoles,0.0,0.0,0.0
46127781,28906202,Darius,Adams,/player/Darius-Adams-46127781,/Uploads/Assets/886/343/13343886.jpg,CG,91.0,4.0,104.0,16.0,1.0,La Porte,IN,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012,12.0,21133.0,Maryland,MARY,Maryland Terrapins,0.0,0.0,0.0
46140014,50014597,Corbin,Allen,/player/Corbin-Allen-46140014,/Uploads/Assets/546/344/13344546.jpg,SG,84.0,3.0,440.0,75.0,17.0,Kansas City,MO,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,0.0,0.0,0.0
46117607,50026506,Bryce,Cofield,/player/Bryce-Cofield-46117607,/Uploads/Assets/256/719/13719256.jpg,SF,85.0,3.0,454.0,75.0,39.0,Chatsworth,CA,24373.0,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0,0,0,0,24373,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0
46161253,50028219,Marko,Radunovic,/player/Marko-Radunovic-46161253,/Uploads/Assets/438/706/13706438.jpg,SF,0.0,0.0,0.0,0.0,0.0,Montenegro,MONN,24007.0,2.0,21160.0,Boston College,BC,Boston College Eagles,24007.0,2.0,21160.0,Boston College,BC,Boston College Eagles,24007,2.0,21160.0,Boston College,BC,Boston College Eagles,0.0,0.0,0.0
46144189,50024042,Sharod,Barnes,/player/Sharod-Barnes-46144189,/Uploads/Assets/583/702/13702583.jpg,SG,82.0,3.0,486.0,85.0,7.0,Orchard Lake,MI,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,0.0,0.0,0.0
46159870,50028218,Massamba,Diop,/player/Massamba-Diop-46159870,/Uploads/Assets/772/703/13703772.jpeg,C,98.0,5.0,1.0,1.0,1.0,Senegal,SENE,24088.0,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0,0,0,0,24088,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0
46152578,29595323,Carson,Vis,/player/Carson-Vis-46152578,/Uploads/Assets/601/702/13702601.jpg,CG,0.0,0.0,0.0,0.0,0.0,Grand Rapids,MI,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,0.0,0.0,0.0
46142542,29132486,Douglas,Langford,/player/Douglas-Langford-46142542,/Uploads/Assets/71/707/13707071.jpg,C,85.0,3.0,416.0,66.0,33.0,Belize,BELI,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,0.0,0.0,0.0
46166647,0,Isaac,Finlinson,/player/Isaac-Finlinson-46166647,/Uploads/Assets/419/802/13802419.jpeg,PF,0.0,0.0,0.0,0.0,0.0,St. George,UT,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24119,1538.0,0.0,Hawaii,HAW,Hawaii Rainbow Warriors,0.0,0.0,0.0
46159886,29756167,Matija,Samar,/player/Matija-Samar-46159886,/Uploads/Assets/616/360/13360616.jpg,SG,0.0,0.0,0.0,0.0,0.0,Slovenia,SLOV,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,0.0,0.0,0.0
46166476,50014144,Evan,Boisdur,/player/Evan-Boisdur-46166476,/Uploads/Assets/987/770/13770987.jpeg,CG,0.0,0.0,0.0,0.0,0.0,France,FRAN,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,25241,1036.0,160925.0,Grand Canyon,GCU,Grand Canyon Antelopes,0.0,0.0,0.0
46142776,50026495,KJ,Garris,/player/KJ-Garris-46142776,/Uploads/Assets/597/783/13783597.jpg,CG,0.0,0.0,0.0,0.0,0.0,Loganville,GA,24373.0,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0,0,0,0,24373,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0
46166129,50014461,Aleksa,Ristic,/player/Aleksa-Ristic-46166129,/Uploads/Assets/713/697/13697713.jpeg,CG,0.0,0.0,0.0,0.0,0.0,Serbia,SERB,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24040,68.0,21191.0,Indiana,IND,Indiana Hoosiers,0.0,0.0,0.0
46165859,50014023,Meechie,White,/player/Meechie-White-46165859,/Uploads/Assets/209/675/13675209.jpeg,CG,0.0,0.0,0.0,0.0,0.0,Louisville,KY,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24199,586.0,21326.0,Eastern Illinois,EILL,Eastern Illinois Panthers,0.0,0.0,0.0
46166135,50014237,Avery,Thomas II,/player/Avery-Thomas II-46166135,/Uploads/Assets/270/698/13698270.jpg,PF,0.0,0.0,0.0,0.0,0.0,Terry,MS,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24121,209.0,21400.0,Louisiana Tech,LTECH,Louisiana Tech Bulldogs,0.0,0.0,0.0
46141693,50040116,KJ,Perry,/player/KJ-Perry-46141693,/Uploads/Assets/850/707/13707850.jpeg,CG,90.0,4.0,248.0,1.0,1.0,Castaic,CA,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079,478.0,21424.0,BYU,BYU,BYU Cougars,0.0,0.0,0.0
46148842,50025649,Keshawn,Fisher,/player/Keshawn-Fisher-46148842,/Uploads/Assets/660/800/13800660.jpg,SF,85.0,3.0,416.0,86.0,21.0,Atlanta,GA,24336.0,523.0,21298.0,Detroit Mercy,UDM,Detroit Mercy Titans,0.0,0.0,0.0,0,0,0,24336,523.0,21298.0,Detroit Mercy,UDM,Detroit Mercy Titans,0.0,0.0,0.0
46144108,29330585,Onyx,Nnani,/player/Onyx-Nnani-46144108,/Uploads/Assets/883/692/13692883.jpg,PF,90.36010709504687,4.0,240.0,54.0,6.0,Malvern,PA,24036.0,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0,0,0,0,24036,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0
46135103,28906150,Omari,Moore,/player/Omari-Moore-46135103,/Uploads/Assets/895/797/13797895.jpeg,PG,86.97222222222221,3.0,354.0,42.0,8.0,Plainfield,NJ,24383.0,545.0,21258.0,Manhattan,Manhattan,Manhattan Jaspers,0.0,0.0,0.0,0,0,0,24383,545.0,21258.0,Manhattan,Manhattan,Manhattan Jaspers,0.0,0.0,0.0
