key,targetInstitution,targetInstitutionKey,fullName,positionAbbr,currentInstitution,currentInstitutionKey,currentInstitutionStateAbbreviation,currentInstitutionCity,firstName,lastName,stateAbbreviation,playerImage,starRating,groupRank,positionRank,stateRank,formattedHeight,weight
46127481,MARY,24012,Rakease Passmore,SG,KAN,24022,KS,Lawrence,Rakease,Passmore,NC,https://s3media.247sports.com/Uploads/Assets/523/720/12720523.jpg,4,135,32,5,6-5,185.0
46097292,NEB,24025,Pryce Sandfort,CG,IOWA,24041,IA,Iowa City,Pryce,Sandfort,IA,https://s3media.247sports.com/Uploads/Assets/705/985/12985705.jpeg,4,136,15,4,6-7,210.0
46114389,MIZZ,24024,Sebastian Mack,SG,UCLA,24093,CA,Los Angeles,Sebastian,Mack,NV,https://s3media.247sports.com/Uploads/Assets/544/27/12027544.jpeg,4,137,33,11,6-3,200.0
46110259,TTECH,24030,Donovan Atwell,SG,UNC Greensboro,24352,NC,Greensboro,Donovan,Atwell,NC,https://s3media.247sports.com/Uploads/Assets/823/985/12985823.jpeg,4,138,34,6,6-5,190.0
46116212,UNC,24014,Jarin Stevenson,PF,BAMA,24096,AL,Tuscaloosa,Jarin,Stevenson,NC,https://s3media.247sports.com/Uploads/Assets/867/612/12612867.jpeg,4,139,22,8,6-11,215.0
46110670,UTAH,24085,Jahki Howard,SF,AUB,24098,AL,Auburn,Jahki,Howard,GA,https://s3media.247sports.com/Uploads/Assets/260/716/12716260.jpg,4,140,27,9,6-6,185.0
46054948,PITT,24034,Dishon Jackson,C,IAST,24021,IA,Ames,Dishon,Jackson,CA,https://s3media.247sports.com/Uploads/Assets/421/720/12720421.jpg,4,141,19,5,6-11,274.0
46102399,NCST,24015,Ven-Allen Lubin,PF,UNC,24014,NC,Chapel Hill,Ven-Allen,Lubin,FL,https://s3media.247sports.com/Uploads/Assets/631/644/12644631.png,4,142,23,7,6-8,230.0
46102477,UCF,24060,Riley Kugel,SG,MSST,24104,MS,Starkville,Riley,Kugel,FL,https://s3media.247sports.com/Uploads/Assets/699/716/12716699.jpg,4,143,35,3,6-5,210.0
46118168,WASH,24094,Lathan Sommerville,C,RUTG,24035,NJ,Piscataway,Lathan,Sommerville,IL,https://s3media.247sports.com/Uploads/Assets/76/719/12719076.jpg,4,144,20,4,6-10,275.0
46149302,TEX,24028,Lassina Traore,C,Xavier,24316,OH,Cincinnati,Lassina,Traore,FL,https://s3media.247sports.com/Uploads/Assets/77/709/12709077.jpg,4,145,21,7,6-10,245.0
46129656,WAKE,24018,Mekhi Mason,SG,WASH,24094,WA,SEATTLE,Mekhi,Mason,AZ,https://s3media.247sports.com/Uploads/Assets/260/345/12345260.png,4,146,36,4,6-5,195.0
46135996,CIN,24031,Baba Miller,C,FAU,24110,FL,Boca Raton,Baba,Miller,SPAI,https://s3media.247sports.com/Uploads/Assets/905/723/12723905.jpg,4,147,22,13,6-11,215.0
46136256,ORE,24090,Devon Pryor,SF,TEX,24028,TX,Austin,Devon,Pryor,TX,https://s3media.247sports.com/Uploads/Assets/47/3/12003047.jpeg,4,148,28,10,6-7,180.0
46117936,WASH,24094,Bryson Tucker,SF,IND,24040,IN,Bloomington,Bryson,Tucker,VA,https://s3media.247sports.com/Uploads/Assets/371/718/12718371.jpg,4,149,29,9,6-7,207.0
46112061,USC,24257,Ezra Ausar,PF,UTAH,24085,UT,Salt Lake City,Ezra,Ausar,NC,https://s3media.247sports.com/Uploads/Assets/840/720/12720840.jpg,4,150,24,2,6-8,238.0
46076626,PROV,24308,Duncan Powell,PF,GTECH,24011,GA,Atlanta,Duncan,Powell,TX,https://s3media.247sports.com/Uploads/Assets/608/709/12709608.jpg,4,151,25,4,6-8,235.0
46050181,BETH,24171,Doctor Bradley,PF,ARPB,24243,AR,Pine Bluff,Doctor,Bradley,CA,https://s3media.247sports.com/Uploads/Assets/397/1/13001397.png,4,152,26,3,6-8,210.0
46058444,GU,24210,Langston Love,SG,BAY,24019,TX,Waco,Langston,Love,TX,https://s3media.247sports.com/Uploads/Assets/860/344/12344860.jpg,4,153,37,11,6-5,210.0
46125403,UNC,24014,Jonathan Powell,SG,WVU,24038,WV,Morgantown,Jonathan,Powell,OH,https://s3media.247sports.com/Uploads/Assets/701/985/12985701.jpeg,4,154,38,3,6-6,191.0
46097636,TCU,24083,Jayden Pierre,PG,PROV,24308,RI,Providence,Jayden,Pierre,NJ,https://s3media.247sports.com/Uploads/Assets/687/707/12707687.jpg,4,155,25,3,6-2,185.0
46135536,Xavier,24316,Anthony Robinson,C,UVA,24016,VA,Charlottesville,Anthony,Robinson,NC,https://s3media.247sports.com/Uploads/Assets/449/0/13000449.jpg,4,156,23,5,6-10,250.0
46058970,VAN,24107,Frankie Collins,PG,TCU,24083,TX,Fort Worth,Frankie,Collins,NV,https://s3media.247sports.com/Uploads/Assets/731/720/12720731.jpg,4,157,26,12,6-2,200.0
46138396,UVA,24016,Sam Lewis,SG,TOL,24076,OH,Toledo,Sam,Lewis,IL,https://s3media.247sports.com/Uploads/Assets/765/989/12989765.jpeg,4,158,39,8,6-6,210.0
46138780,UNCW,24333,Gavin Walsh,PF,Binghamton,24324,NY,Binghamton,Gavin,Walsh,FL,https://s3media.247sports.com/Uploads/Assets/404/971/12971404.jpeg,4,159,27,4,6-8,205.0
46156841,IND,24040,Josh Harris,PF,UNF,24366,FL,Jacksonville,Josh,Harris,FL,https://s3media.247sports.com/Uploads/Assets/953/973/12973953.jpeg,4,160,28,14,6-8,220.0
46157120,ORE,24090,TK Simpkins,CG,ELON,24227,NC,Elon,TK,Simpkins,NY,https://s3media.247sports.com/Uploads/Assets/104/999/12999104.jpeg,4,161,16,8,6-4,185.0
46132967,CofC,24353,Mister Dean,SG,USC Upstate,24367,SC,Spartanburg,Mister,Dean,FL,https://s3media.247sports.com/Uploads/Assets/333/1/13001333.jpeg,4,162,40,2,6-6,210.0
46125613,BOISE,24117,Drew Fielder,C,GU,24210,DC,Washington,Drew,Fielder,ID,https://s3media.247sports.com/Uploads/Assets/984/989/12989984.jpeg,4,163,24,3,6-11,235.0
46144706,CAL,24089,Justin Pippen,CG,MICH,24042,MI,Ann Arbor,Justin,Pippen,CA,https://s3media.247sports.com/Uploads/Assets/563/718/12718563.jpg,4,164,17,3,6-3,180.0
46083366,VAN,24107,Jalen Washington,PF,UNC,24014,NC,Chapel Hill,Jalen,Washington,IN,https://s3media.247sports.com/Uploads/Assets/659/644/12644659.png,4,165,29,9,6-10,235.0
46117533,GCU,25241,Dusty Stromer,SG,Gonzaga,24317,WA,Spokane,Dusty,Stromer,CA,https://s3media.247sports.com/Uploads/Assets/166/44/12044166.jpeg,4,166,41,5,6-6,192.0
46129570,UTAH,24085,Elijah Moore,SG,SYR,24037,NY,Syracuse,Elijah,Moore,NY,https://s3media.247sports.com/Uploads/Assets/326/715/12715326.jpg,4,167,42,5,6-4,176.0
46156923,CLEM,24008,Jestin Porter,PG,MTSU,24113,TN,Murfreesboro,Jestin,Porter,TX,https://s3media.247sports.com/Uploads/Assets/901/991/12991901.jpeg,4,168,27,5,6-1,180.0
46148872,CLEM,24008,Carter Welling,PF,Utah Valley,24441,UT,Orem,Carter,Welling,UT,https://s3media.247sports.com/Uploads/Assets/24/22/13022024.jpg,4,169,30,3,6-10,225.0
46127875,Creighton,24343,Nik Graves,PG,CHAR,24318,NC,Charlotte,Nik,Graves,NC,https://s3media.247sports.com/Uploads/Assets/215/999/12999215.jpg,4,170,28,10,6-3,195.0
46156607,NMST,24123,Jemel Jones,SG,0,24711,CA,Bakersfield,Jemel,Jones,IL,https://s3media.247sports.com/Uploads/Assets/81/951/12951081.jpeg,4,171,43,12,6-4,0.0
46156626,VAN,24107,George Kimble III,SG,EKY,24200,KY,Richmond,George,Kimble III,FL,https://s3media.247sports.com/Uploads/Assets/362/952/12952362.jpeg,4,172,44,2,6-2,184.0
46156856,FSU,24010,Kobe MaGee,SG,Drexel,24330,PA,Philadelphia,Kobe,MaGee,PA,https://s3media.247sports.com/Uploads/Assets/214/975/12975214.jpeg,4,173,45,5,6-6,205.0
46156969,Xavier,24316,All Wright,SG,VALPO,24223,IN,Valparaiso,All,Wright,MO,https://s3media.247sports.com/Uploads/Assets/978/985/12985978.jpeg,4,174,46,10,6-3,180.0
46056541,CAL,24089,John Camden,SF,DEL,24142,DE,Newark,John,Camden,NH,https://s3media.247sports.com/Uploads/Assets/975/13/13013975.jpeg,4,175,30,2,6-7,195.0
46058934,CIN,24031,Jalen Celestine,SG,BAY,24019,TX,Waco,Jalen,Celestine,NY,https://s3media.247sports.com/Uploads/Assets/240/720/12720240.jpg,4,176,47,13,6-7,215.0
46114407,VAN,24107,Tyler Harris,SF,WASH,24094,WA,SEATTLE,Tyler,Harris,CA,https://s3media.247sports.com/Uploads/Assets/209/719/12719209.jpg,4,177,31,6,6-8,190.0
46151628,SYR,24037,Nate Kingz,SG,ORST,24091,OR,Corvallis,Nate,Kingz,OR,https://s3media.247sports.com/Uploads/Assets/571/11/13011571.jpg,4,178,48,2,6-5,190.0
46153672,OHST,24046,Brandon Noel,PF,Wright State,24341,OH,Dayton,Brandon,Noel,OH,https://s3media.247sports.com/Uploads/Assets/865/765/12765865.jpeg,4,179,31,9,6-8,240.0
46115303,UCLA,24093,Xavier Booker,C,MIST,24043,MI,East Lansing,Xavier,Booker,IN,https://s3media.247sports.com/Uploads/Assets/491/774/12774491.jpeg,4,180,25,4,6-11,240.0
46141257,OKST,24027,Anthony Roy,SG,UW Green Bay,24337,WI,Green Bay,Anthony,Roy,CA,https://s3media.247sports.com/Uploads/Assets/152/762/12762152.jpeg,4,181,49,2,6-5,200.0
46157332,0,0,Ali Dibba,SG,SILL,24186,IL,Eldred,Ali,Dibba,FL,https://s3media.247sports.com/Uploads/Assets/24/14/13014024.jpeg,4,182,50,5,6-5,205.0
46103281,NOVA,24152,Duke Brennan,C,GCU,25241,AZ,Phoenix,Duke,Brennan,AZ,https://s3media.247sports.com/Uploads/Assets/461/15/13015461.png,4,183,26,6,6-10,235.0
46079141,Xavier,24316,Tre Carroll,PF,FAU,24110,FL,Boca Raton,Tre,Carroll,FL,https://s3media.247sports.com/Uploads/Assets/312/27/13027312.jpeg,4,184,32,15,6-7,233.0
46115472,Saint Joseph's,24323,Jaiden Glover,SG,St. John's,24309,NY,Queens Village,Jaiden,Glover,NJ,https://s3media.247sports.com/Uploads/Assets/454/42/13042454.jpeg,4,185,51,6,6-4,205.0
46114378,UGA,24100,Jordan Ross,PG,SMC,24349,CA,Moraga,Jordan,Ross,AZ,https://s3media.247sports.com/Uploads/Assets/224/730/12730224.jpg,4,186,29,13,6-3,190.0
46036282,Gonzaga,24317,Adam Miller,SG,AZST,24088,AZ,Tempe,Adam,Miller,IL,https://s3media.247sports.com/Uploads/Assets/24/40/13040024.jpeg,4,187,52,7,6-3,190.0
46127514,MEM,24053,Curtis Givens III,PG,LSU,24102,LA,Baton Rouge,Curtis,Givens III,FL,https://s3media.247sports.com/Uploads/Assets/609/716/12716609.jpg,4,188,30,4,6-3,185.0
46100936,MSST,24104,Quincy Ballard,C,Wichita State,24345,KS,Wichita,Quincy,Ballard,NY,https://s3media.247sports.com/Uploads/Assets/317/2/13002317.jpeg,4,189,27,6,6-11,251.0
46149405,MSST,24104,Achor Achor,PF,KSST,24023,KS,Manhattan,Achor,Achor,VC,https://s3media.247sports.com/Uploads/Assets/623/720/12720623.jpg,4,190,33,7,6-9,227.0
46125415,PITT,24034,Nojus Indrusaitis,SG,IAST,24021,IA,Ames,Nojus,Indrusaitis,IL,https://s3media.247sports.com/Uploads/Assets/375/720/12720375.jpg,4,191,53,6,6-5,200.0
46046798,KSST,24023,Tyreek Smith,PF,MEM,24053,TN,Memphis,Tyreek,Smith,TX,https://s3media.247sports.com/Uploads/Assets/948/722/12722948.jpg,4,192,34,6,6-8,225.0
46128843,TCU,24083,Brock Harding,PG,IOWA,24041,IA,Iowa City,Brock,Harding,IL,https://s3media.247sports.com/Uploads/Assets/112/985/12985112.jpeg,4,193,31,7,6-0,155.0
46133124,UNLV,24084,Ladji Dembele,PF,IOWA,24041,IA,Iowa City,Ladji,Dembele,NJ,https://s3media.247sports.com/Uploads/Assets/438/991/12991438.jpeg,4,194,35,8,6-8,255.0
46156997,USC,24257,Gabe Dynes,C,YST,24188,OH,Youngstown,Gabe,Dynes,KY,https://s3media.247sports.com/Uploads/Assets/378/987/12987378.jpg,4,195,28,10,7-3,225.0
46137576,AZST,24088,Marcus Adams Jr.,SF,Cal State Northridge,24374,CA,Northridge,Marcus,Adams Jr.,CA,https://s3media.247sports.com/Uploads/Assets/373/1/13001373.jpeg,4,196,32,14,6-8,200.0
46102115,WAKE,24018,Nate Calmese,PG,WSU,24095,WA,Pullman,Nate,Calmese,AZ,https://s3media.247sports.com/Uploads/Assets/943/701/12701943.png,4,197,32,7,6-2,170.0
46085638,IND,24040,Conor Enright,PG,DePaul,24329,IL,Chicago,Conor,Enright,IL,https://s3media.247sports.com/Uploads/Assets/545/989/12989545.jpeg,4,198,33,6,6-2,180.0
46103152,MIZZ,24024,Jevon Porter,C,LMU,24346,CA,Los Angeles,Jevon,Porter,MO,https://s3media.247sports.com/Uploads/Assets/375/724/12724375.jpg,4,199,29,15,6-11,235.0
46097796,CAL,24089,Chris Bell,SF,SYR,24037,NY,Syracuse,Chris,Bell,UT,https://s3media.247sports.com/Uploads/Assets/218/999/12999218.jpeg,4,200,33,7,6-7,185.0
46102500,DePaul,24329,Kaleb Banks,PF,TLNE,24057,LA,New Orleans,Kaleb,Banks,GA,https://s3media.247sports.com/Uploads/Assets/897/723/12723897.jpg,4,201,36,5,6-8,210.0
46086169,BOISE,24117,Dylan Andrews,PG,UCLA,24093,CA,Los Angeles,Dylan,Andrews,AZ,https://s3media.247sports.com/Uploads/Assets/733/556/12556733.jpg,4,202,34,16,6-2,180.0
46148694,TAMU,24029,Marcus Hill,SG,NCST,24015,NC,Raleigh,Marcus,Hill,AL,https://s3media.247sports.com/Uploads/Assets/535/714/12714535.jpg,4,203,54,11,6-4,185.0
46102078,MISS,24103,Koren Johnson,CG,LOU,24033,KY,Louisville,Koren,Johnson,WA,https://s3media.247sports.com/Uploads/Assets/397/8/13008397.jpeg,4,204,18,3,6-2,175.0
46053271,SCAR,24105,Meechie Johnson,SG,OHST,24046,OH,Columbus,Meechie,Johnson,OH,https://s3media.247sports.com/Uploads/Assets/888/718/12718888.jpg,4,205,55,11,6-2,185.0
46113027,VCU,24334,Ahmad Nowell,CG,UCONN,24032,CT,Storrs Mansfield,Ahmad,Nowell,PA,https://s3media.247sports.com/Uploads/Assets/97/708/12708097.jpg,4,206,19,1,6-0,195.0
46049989,DUQ,24192,John Hugley IV,PF,Xavier,24316,OH,Cincinnati,John,Hugley IV,OH,https://s3media.247sports.com/Uploads/Assets/65/709/12709065.jpg,4,207,37,12,6-11,270.0
46097405,FSU,24010,Robert McCray V,PG,JVILLE,24219,FL,Jacksonville,Robert,McCray V,SC,https://s3media.247sports.com/Uploads/Assets/227/9/13009227.jpeg,4,208,35,16,6-3,170.0
46111896,Saint Louis,24321,Brady Dunlap,SF,St. John's,24309,NY,Queens Village,Brady,Dunlap,CA,https://s3media.247sports.com/Uploads/Assets/621/15/13015621.jpeg,4,209,34,8,6-7,190.0
46109988,UNLV,24084,Naas Cunningham,SF,BAMA,24096,AL,Tuscaloosa,Naas,Cunningham,CA,https://s3media.247sports.com/Uploads/Assets/870/612/12612870.jpeg,4,210,35,10,6-7,175.0
46125711,GCU,25241,Brian Moore Jr.,SG,NFST,24177,VA,Norfolk,Brian,Moore Jr.,NY,https://s3media.247sports.com/Uploads/Assets/417/762/12762417.jpeg,4,211,56,6,6-2,185.0
46128752,PROV,24308,Daquan Davis,PG,FSU,24010,FL,Tallahassee,Daquan,Davis,GA,https://s3media.247sports.com/Uploads/Assets/512/709/12709512.jpg,4,212,36,17,6-1,176.0
46114383,CAL,24089,Dai Dai Ames,PG,UVA,24016,VA,Charlottesville,Dai Dai,Ames,IL,https://s3media.247sports.com/Uploads/Assets/364/715/12715364.jpg,4,213,37,7,6-1,190.0
46102425,CLEM,24008,RJ Godfrey,PF,UGA,24100,GA,Athens,RJ,Godfrey,GA,https://s3media.247sports.com/Uploads/Assets/420/716/12716420.jpg,4,214,38,5,6-8,230.0
46149037,DAY,24217,De'Shayne Montgomery,SG,UGA,24100,GA,Athens,De'Shayne,Montgomery,FL,https://s3media.247sports.com/Uploads/Assets/449/716/12716449.jpg,4,215,57,6,6-5,195.0
46102520,SMU,24055,Sam Walters,PF,MICH,24042,MI,Ann Arbor,Sam,Walters,FL,https://s3media.247sports.com/Uploads/Assets/578/718/12718578.jpg,4,216,39,5,6-10,200.0
46104197,TENN,24106,Amaree Abram,PG,LTECH,24121,LA,Ruston,Amaree,Abram,CA,https://s3media.247sports.com/Uploads/Assets/124/724/12724124.jpg,4,217,38,6,6-4,195.0
46156632,UTAH,24085,Don McHenry,SG,WKU,24116,KY,Bowling Green,Don,McHenry,WI,https://s3media.247sports.com/Uploads/Assets/773/952/12952773.jpeg,4,218,58,4,6-2,168.0
46157236,TTECH,24030,Tyeree Bryan,SG,Santa Clara,24351,CA,Santa Clara,Tyeree,Bryan,FL,https://s3media.247sports.com/Uploads/Assets/842/3/13003842.jpeg,4,219,59,17,6-5,210.0
46082350,TEX,24028,Camden Heide,PF,PUR,24048,IN,West Lafayette,Camden,Heide,MN,https://s3media.247sports.com/Uploads/Assets/131/377/12377131.png,4,220,40,11,6-7,205.0
46103528,MEM,24053,Aaron Bradshaw,PF,OHST,24046,OH,Columbus,Aaron,Bradshaw,NJ,https://s3media.247sports.com/Uploads/Assets/882/718/12718882.jpg,4,221,41,13,7-1,215.0
46117902,TENN,24106,Jaylen Carey,C,VAN,24107,TN,Nashville,Jaylen,Carey,FL,https://s3media.247sports.com/Uploads/Assets/223/718/12718223.jpg,4,222,30,7,6-8,265.0
46127980,TTECH,24030,Luke Bamgboye,C,VCU,24334,VA,Richmond,Luke,Bamgboye,EN,https://s3media.247sports.com/Uploads/Assets/220/716/12716220.jpg,4,223,31,8,6-10,200.0
46101947,GU,24210,DeShawn Harris-Smith,SF,MARY,24012,MD,College Park,DeShawn,Harris-Smith,VA,https://s3media.247sports.com/Uploads/Assets/463/13/12013463.png,4,224,36,3,6-5,215.0
46094982,SCAR,24105,Mike Sharavjamts,SF,UTAH,24085,UT,Salt Lake City,Mike,Sharavjamts,MONG,https://s3media.247sports.com/Uploads/Assets/832/720/12720832.jpg,4,225,37,4,6-8,180.0
46118138,BAY,24019,Dan Skillings Jr.,SF,CIN,24031,OH,Cincinnati,Dan,Skillings Jr.,PA,https://s3media.247sports.com/Uploads/Assets/773/787/12787773.jpeg,4,226,38,14,6-6,210.0
46083516,USF,24036,Daimion Collins,C,LSU,24102,LA,Baton Rouge,Daimion,Collins,TX,https://s3media.247sports.com/Uploads/Assets/282/18/12018282.png,4,227,32,7,6-9,191.0
46085581,UVA,24016,Dallin Hall,CG,BYU,24079,UT,Provo,Dallin,Hall,UT,https://s3media.247sports.com/Uploads/Assets/736/787/12787736.jpeg,4,228,20,5,6-4,180.0
46101235,CIN,24031,Kerr Kriisa,PG,KY,24101,KY,Lexington,Kerr,Kriisa,ESTO,https://s3media.247sports.com/Uploads/Assets/563/687/12687563.png,4,229,39,5,6-3,185.0
46094331,0,0,Jamarii Thomas,PG,SCAR,24105,SC,Columbia,Jamarii,Thomas,NC,https://s3media.247sports.com/Uploads/Assets/942/716/12716942.jpg,4,230,40,3,5-11,190.0
46101163,VAN,24107,Duke Miles,SG,OKLA,24026,OK,Norman,Duke,Miles,AL,https://s3media.247sports.com/Uploads/Assets/868/716/12716868.jpg,4,231,60,1,6-2,188.0
46128602,SMU,24055,Corey Washington,SF,Wichita State,24345,KS,Wichita,Corey,Washington,AR,https://s3media.247sports.com/Uploads/Assets/221/702/12702221.jpg,4,232,39,8,6-5,188.0
46055362,WVU,24038,Chance Moore,SG,St. Bonaventure,24322,NY,Allegany,Chance,Moore,GA,https://s3media.247sports.com/Uploads/Assets/186/716/12716186.jpg,4,233,61,9,6-6,210.0
46096732,MEM,24053,Sincere Parker,SG,MST,24234,LA,Lake Charles,Sincere,Parker,AZ,https://s3media.247sports.com/Uploads/Assets/400/724/12724400.jpg,4,234,62,8,6-3,195.0
46153676,TAMU,24029,Jacari Lane,PG,North Alabama,24314,AL,Florence,Jacari,Lane,AL,https://s3media.247sports.com/Uploads/Assets/945/765/12765945.jpeg,4,235,41,11,6-0,182.0
46157137,IAST,24021,Dominick Nelson,SG,Utah Valley,24441,UT,Orem,Dominick,Nelson,NC,https://s3media.247sports.com/Uploads/Assets/614/999/12999614.jpeg,4,236,63,6,6-5,0.0
46135692,IAST,24021,Mason Williams,CG,EWU,24126,WA,Cheney,Mason,Williams,WA,https://s3media.247sports.com/Uploads/Assets/886/999/12999886.png,4,237,21,8,6-5,180.0
46157238,BAY,24019,JJ White,PG,UNO,24519,NE,Omaha,JJ,White,OK,https://s3media.247sports.com/Uploads/Assets/225/4/13004225.jpeg,4,238,42,3,6-2,180.0
46157314,DAY,24217,Keonte Jones,SF,Cal State Northridge,24374,CA,Northridge,Keonte,Jones,WI,https://s3media.247sports.com/Uploads/Assets/475/12/13012475.jpg,4,239,40,18,6-6,192.0
46055487,NCST,24015,Alyn Breed,SG,MST,24234,LA,Lake Charles,Alyn,Breed,GA,https://s3media.247sports.com/Uploads/Assets/586/18/13018586.jpeg,4,240,64,9,6-3,190.0
46142780,FSU,24010,Martin Somerville,PG,UML,25227,MA,Lowell,Martin,Somerville,MD,https://s3media.247sports.com/Uploads/Assets/498/973/12973498.jpeg,4,241,43,2,6-1,174.0
46125657,OHST,24046,Josh Ojianwuna,C,BAY,24019,TX,Waco,Josh,Ojianwuna,NIGE,https://s3media.247sports.com/Uploads/Assets/348/787/12787348.jpeg,4,242,33,14,6-10,230.0
46135047,TTECH,24030,Josiah Moseley,PF,NOVA,24152,PA,Villanova,Josiah,Moseley,TX,https://s3media.247sports.com/Uploads/Assets/163/708/12708163.jpg,4,243,42,6,6-6,228.0
46157621,MINN,24044,Chansey Willis Jr.,CG,WMU,24077,MI,Kalamazoo,Chansey,Willis Jr.,MI,https://s3media.247sports.com/Uploads/Assets/488/31/13031488.jpeg,4,244,22,6,6-2,190.0
46114270,MISS,24103,Travis Perry,CG,KY,24101,KY,Lexington,Travis,Perry,KY,https://s3media.247sports.com/Uploads/Assets/575/687/12687575.png,4,245,23,6,6-2,170.0
46103826,ORE,24090,Sean Stewart,PF,OHST,24046,OH,Columbus,Sean,Stewart,FL,https://s3media.247sports.com/Uploads/Assets/871/718/12718871.jpg,4,246,43,15,6-9,220.0
46145469,MINN,24044,Cade Tyson,SF,UNC,24014,NC,Chapel Hill,Cade,Tyson,NC,https://s3media.247sports.com/Uploads/Assets/650/644/12644650.png,4,247,41,12,6-7,200.0
46113365,MIA,24013,Marcus Allen,PF,MIZZ,24024,MO,Columbia,Marcus,Allen,FL,https://s3media.247sports.com/Uploads/Assets/789/716/12716789.jpg,4,248,44,1,6-7,220.0
46148484,PITT,24034,Damarco Minor,SG,ORST,24091,OR,Corvallis,Damarco,Minor,IL,https://s3media.247sports.com/Uploads/Assets/454/702/12702454.jpg,4,249,65,3,6-0,190.0
46097941,UVA,24016,Devin Tillis,PF,UC Irvine,24377,CA,Irvine,Devin,Tillis,CA,https://s3media.247sports.com/Uploads/Assets/59/28/13028059.jpeg,4,250,45,19,6-7,225.0
46058445,UCF,24060,BJ Freeman,SF,AZST,24088,AZ,Tempe,BJ,Freeman,NC,https://s3media.247sports.com/Uploads/Assets/127/720/12720127.jpg,4,251,42,8,6-6,180.0
46148541,TAMU,24029,Rashaun Agee,PF,USC,24257,CA,Los Angeles,Rashaun,Agee,IL,https://s3media.247sports.com/Uploads/Assets/158/719/12719158.jpg,4,252,46,20,6-8,225.0
46141580,IOWA,24041,Isaiah Johnson-Arigu,SF,MIA,24013,FL,Coral Gables,Isaiah,Johnson-Arigu,MN,https://s3media.247sports.com/Uploads/Assets/968/676/12676968.jpg,4,253,43,18,6-7,220.0
46117703,MEM,24053,Zachary Davis,PG,SCAR,24105,SC,Columbia,Zachary,Davis,SC,https://s3media.247sports.com/Uploads/Assets/821/993/12993821.jpeg,4,254,44,4,6-8,175.0
46134494,CSU,24080,Brandon Rechsteiner,PG,VTECH,24017,VA,Blacksburg,Brandon,Rechsteiner,GA,https://s3media.247sports.com/Uploads/Assets/329/989/12989329.jpeg,4,255,45,9,6-1,185.0
46085748,SACS,24133,Mikey Williams,CG,UCF,24060,FL,Orlando,Mikey,Williams,CA,https://s3media.247sports.com/Uploads/Assets/800/720/12720800.jpg,4,256,24,19,6-3,193.0
46050387,0,0,Jalen Blackmon,SG,MIA,24013,FL,Coral Gables,Jalen,Blackmon,IN,https://s3media.247sports.com/Uploads/Assets/953/676/12676953.jpg,4,257,66,20,6-2,180.0
46103123,MINN,24044,BJ Omot,SF,CAL,24089,CA,Berkeley,BJ,Omot,MN,https://s3media.247sports.com/Uploads/Assets/251/709/12709251.jpg,4,258,44,21,6-8,195.0
46103235,UNLV,24084,Kimani Hamilton,SF,High Point,24369,NC,High Point,Kimani,Hamilton,MS,https://s3media.247sports.com/Uploads/Assets/107/999/12999107.jpeg,4,259,45,13,6-7,215.0
46093891,VAN,24107,Mike James,SF,NCST,24015,NC,Raleigh,Mike,James,FL,https://s3media.247sports.com/Uploads/Assets/875/41/13041875.jpeg,4,260,46,14,6-5,200.0
46118234,AZST,24088,Maurice Odum,PG,Pepperdine,24347,CA,Malibu,Maurice,Odum,NJ,https://s3media.247sports.com/Uploads/Assets/231/975/12975231.jpeg,4,261,46,22,6-1,160.0
46156202,WASH,24094,Jacob Ognacevic,PF,Lipscomb,24364,TN,Nashville,Jacob,Ognacevic,WI,https://s3media.247sports.com/Uploads/Assets/970/933/12933970.jpeg,4,262,47,8,6-8,220.0
46157326,UMASS,24146,Marcus Banks Jr,SG,UMBC,24327,MD,Baltimore,Marcus,Banks Jr,VA,https://s3media.247sports.com/Uploads/Assets/820/13/13013820.jpeg,4,263,67,4,6-3,195.0
46148724,MARY,24012,David Coit Jr.,PG,KAN,24022,KS,Lawrence,David,Coit Jr.,NJ,https://s3media.247sports.com/Uploads/Assets/525/720/12720525.jpg,4,264,47,9,5-11,175.0
46109444,WIS,24049,Andrew Rohde,SG,UVA,24016,VA,Charlottesville,Andrew,Rohde,WI,https://s3media.247sports.com/Uploads/Assets/414/1/12001414.png,4,265,68,10,6-6,185.0
46134585,BAY,24019,Juslin Bodo Bodo,C,High Point,24369,NC,High Point,Juslin,Bodo Bodo,CAME,https://s3media.247sports.com/Uploads/Assets/787/13/13013787.png,4,266,34,15,6-11,225.0
46115564,UTST,24125,MJ Collins Jr.,SG,VAN,24107,TN,Nashville,MJ,Collins Jr.,SC,https://s3media.247sports.com/Uploads/Assets/205/718/12718205.jpg,4,267,69,9,6-4,190.0
46135931,IOWA,24041,Cam Manyawu,PF,DRAKE,24218,IA,Des Moines,Cam,Manyawu,MO,https://s3media.247sports.com/Uploads/Assets/6/733/12733006.jpg,4,268,48,9,6-8,230.0
46157240,WIS,24049,Austin Rapp,PF,Portland,24348,OR,Portland,Austin,Rapp,AUST,https://s3media.247sports.com/Uploads/Assets/488/4/13004488.jpg,4,269,49,4,6-10,230.0
46157370,MISS,24103,Kezza Giffa,SG,High Point,24369,NC,High Point,Kezza,Giffa,FRAN,https://s3media.247sports.com/Uploads/Assets/694/15/13015694.jpeg,4,270,70,16,6-2,175.0
