split,rows,log_loss,top1_accuracy,top3_accuracy
train,6822,1.0786363828865433,0.5750513046027558,0.9177660510114336
valid,1117,0.9935723055731752,0.6320501342882722,0.9265890778871978
test,1051,1.3468232248353262,0.46907706945765937,0.879162702188392
